pessoa_id,idade,salario_anual,situacao_moradia,tempo_de_trabalho,motivo_do_emprestimo,pontuacao,valor_emprestimo,taxa_de_juros,possibilidade_de_inadimplencia,renda_percentual,inadimplente,tempo_solicitacao
h5R99Ea1-GvGx,22,55000,Rent,6,Education,A,6000,6.62,0,0.11,N,2
z3Ke73sT-fY5k,29,53313,Rent,13,Medical,B,19850,NULL,1,0.37,N,7
OiZ1WBco-I98d,22,40000,Mortgage,6,Personal,C,10000,NULL,0,0.25,Y,3
o6JMgTsH-4ve6,22,39336,Rent,6,Venture,A,3500,5.42,0,0.09,N,2
hEbsmHj5-TsLP,57,40000,Rent,1,Medical,A,15000,8.9,1,0.38,N,21
wOTXsg2Z-XnWi,NULL,32496,Mortgage,NULL,Debtconsolidation,D,8275,9.01,0,0.07,N,8
gjgGpOEk-ujqn,25,63000,Mortgage,9,Education,B,25000,11.49,0,0.4,N,2
PaLrmDey-iBnu,22,13440,Rent,1,Medical,B,4800,12.53,1,0.36,N,4
MBj3Xjl6-IFcx,36,55200,Rent,3,Medical,D,9900,14.84,1,0.18,Y,13
yRsFBbRE-ZT1I,26,30000,Rent,1,Medical,B,2300,10.99,0,0.08,N,2
iNdoWHYo-ZFDf,42,47000,Rent,2,Medical,B,25000,12.18,1,0.53,N,15
9qT6Irw6-gqTr,26,38400,Rent,7,Venture,C,3200,13.49,0,0.08,N,2
HvPpmaPt-41o2,25,50450,Rent,3,Education,B,2000,9.88,0,0.04,N,3
PNg77GID-Edp5,25,83400,Mortgage,2,Debtconsolidation,C,10000,13.11,0,0.12,N,3
Q0EdLMWG-StqG,40,30000,Own,4,Homeimprovement,C,5000,13.43,0,0.17,Y,11
vKm1MEFg-1sDX,25,110000,Mortgage,NULL,Venture,B,7000,9.88,0,0.06,N,2
7P8I8GNf-deZ5,28,50000,Mortgage,1,Personal,A,8000,5.99,0,0.16,N,6
yZZD2x1d-CGrm,28,59000,Own,12,Medical,A,10000,7.49,0,0.17,N,6
qit5xohQ-TqnJ,22,21600,Own,5,Personal,A,5000,7.9,0,0.23,N,3
jRvu05K9-hRnA,23,80000,Mortgage,8,Education,D,8000,15.58,0,0.1,N,4
qtJZkI3J-wCZG,32,30000,Rent,0,Personal,B,3500,11.71,1,0.12,N,10
5lwuDh26-iFtp,21,83004,Mortgage,2,Debtconsolidation,D,10000,15.28,1,0.12,N,4
T8jzUGBd-DwbF,28,78200,Mortgage,12,Medical,D,20000,NULL,1,0.22,Y,5
jzpol6xK-82rs,22,51000,Mortgage,6,Medical,A,6000,5.79,0,0.12,N,2
yJMdxXjO-6Ajr,27,138000,Mortgage,5,Personal,A,17000,7.88,0,0.12,N,5
e7iNHdhB-XKGb,27,60000,Mortgage,2,Debtconsolidation,B,15000,11.86,0,0.25,N,8
B4Zk70JI-Je48,27,50000,Mortgage,3,Debtconsolidation,C,10000,12.84,0,0.2,N,10
rgHUJv2L-6UqX,21,45000,Rent,3,Medical,B,9600,12.18,0,0.21,N,3
l10NJ7NY-xfai,27,45727,Mortgage,5,Venture,D,1000,16.29,0,0.02,N,5
FRv3ScYM-EuZJ,54,120000,Mortgage,4,Personal,A,17625,7.49,0,0.15,N,19
8hHsob7h-8gFA,30,48996,Mortgage,14,Education,C,1200,14.35,1,0.02,N,7
kXM2GbTT-yC6j,30,64000,Mortgage,3,Homeimprovement,A,10200,6.62,0,0.16,N,8
Z9cd78HW-Wof9,25,60000,Rent,0,Medical,A,1200,7.66,0,0.02,N,3
poePSoUO-4nwT,23,38160,Mortgage,5,Medical,B,12000,10.38,0,0.31,N,4
QojP1x0v-4Zsc,26,45000,Mortgage,0,Medical,C,7750,12.53,0,0.17,Y,4
T1YGF0Ai-4a62,23,36000,Rent,3,Education,B,NULL,15.31,0,NULL,Y,6
FhwHz5W9-0uyZ,41,110004,Mortgage,7,Education,C,25000,12.73,0,0.23,Y,14
8uve9glc-lFli,28,100000,Mortgage,4,Debtconsolidation,,12000,11.11,0,0.23,,3
ZLtaClY6-T3E0,23,189996,Own,0,Personal,B,24000,11.83,0,0.13,N,3
9Ig6NHWc-ZC4a,46,NULL,Mortgage,1,Medical,A,NULL,11.36,0,0.08,N,3
LndFYnqZ-coPN,26,93000,Rent,10,Debtconsolidation,B,16000,11.11,0,0.17,N,4
UnMOOwIZ-Ww8J,36,54000,Rent,14,Personal,C,3800,NULL,1,0.07,N,15
X4fdMmqn-xwK4,24,12000,Own,4,Personal,B,2500,12.69,1,0.21,N,4
ru39E0SK-mNwL,25,31000,Mortgage,2,Personal,B,12250,11.36,1,0.4,N,3
MUziuGPn-fLPf,27,43000,Rent,8,Venture,B,4900,9.91,0,0.11,N,5
699OkBgR-GHur,22,80000,Rent,4,Personal,A,7000,7.51,0,0.09,N,2
GgoYuUYa-KRco,22,31193,Own,0,Debtconsolidation,D,4000,14.74,0,0.13,Y,2
2zuic7gI-6kFz,25,16800,Rent,4,Medical,B,1200,10.38,0,0.07,N,2
F3PB5bQk-0xFv,26,57500,Mortgage,2,Debtconsolidation,A,7750,6.76,0,0.13,N,3
eNgomfhr-LdOB,23,95000,Mortgage,7,Education,A,35000,7.9,0,0.37,N,4
iOy3bemN-8IN2,22,32400,Mortgage,6,Venture,B,4200,10.99,0,0.13,N,4
QGMMeuD8-Oxuv,24,68000,Mortgage,7,Education,A,6000,7.88,0,0.09,N,2
hm8ZJUHz-a1OR,32,70000,Mortgage,16,Homeimprovement,A,9000,7.14,0,0.13,N,10
eipTDQRP-PJWy,36,34000,Rent,20,Venture,D,4000,14.59,1,0.12,N,11
QHi3YJ0X-XzjK,21,110000,Mortgage,0,Venture,A,20000,NULL,0,0.18,N,4
Pl1K8AMW-Oei6,22,36000,Rent,4,Personal,,NULL,11.99,0,0.15,N,3
5CXdcWqA-Wvzy,25,45000,Rent,0,Personal,B,5000,10.74,0,0.11,N,4
IKycSJoZ-ILOP,44,30000,Rent,6,Venture,C,5000,13.98,0,0.17,N,11
d3ulzbni-HsOM,26,115600,Mortgage,4,Venture,A,9925,7.29,0,0.09,N,4
EbidKWq8-xcDd,23,38400,Rent,1,Venture,A,2000,7.66,0,0.05,N,3
dCXKFns0-TUCN,24,84000,Rent,3,Medical,B,13000,11.83,0,0.15,N,3
GDefqSPp-eGf8,33,55200,Rent,3,Venture,C,8100,NULL,0,0.15,Y,10
dgaaLDXP-k6HY,35,46000,Rent,4,Personal,C,8800,14.27,0,0.19,N,7
5SZgz8R5-pjx4,25,15000,Rent,0,Medical,A,2000,7.88,0,0.13,N,4
kEuhstxy-us8a,30,30000,Mortgage,6,Education,B,10000,9.91,0,0.33,N,10
kBCGr1q6-HCYl,22,24996,Own,2,Personal,B,13000,8.88,0,0.52,N,4
7le7sImW-lwfj,37,29000,Mortgage,8,Debtconsolidation,B,7750,NULL,0,0.27,N,16
iqApDKKD-IgGM,23,13920,Own,2,Personal,E,7750,17.04,1,0.56,N,4
6cPq2aUx-EWrR,36,70000,Mortgage,16,Debtconsolidation,A,16000,6.91,0,0.23,N,14
57h9IMJM-Eopy,30,70000,Rent,0,Medical,A,5850,5.79,0,0.08,N,5
GC47h7pc-YOon,31,30892,Rent,3,Medical,B,3100,10.59,1,0.1,N,9
3O3wsyCM-xkkt,NULL,31200,Rent,7,Medical,B,1350,12.68,0,NULL,N,3
LgDHaEjK-7v3x,31,42000,Rent,1,Venture,C,20000,13.57,1,0.48,N,6
ulm88OXn-p0GD,26,51000,Rent,3,Homeimprovement,C,5500,13.49,1,0.11,Y,2
H3iPrkPx-YLN1,22,63800,Mortgage,7,Debtconsolidation,B,25000,11.36,0,0.39,N,4
cmNez1Cz-noKz,22,51000,Rent,4,Education,D,9000,15.33,0,0.18,N,4
Bj4RNhIp-dZuy,29,50000,Own,3,Homeimprovement,B,4200,9.91,0,0.08,N,5
5LOKAMjf-t6If,26,80000,Rent,0,Homeimprovement,A,8000,5.99,0,0.1,N,2
nlAA69xj-eTYD,29,75000,Mortgage,2,Personal,A,9000,NULL,0,0.12,N,6
fCCTu4Sz-etA2,23,70236,Mortgage,7,Education,C,8700,13.47,0,0.12,Y,4
FWztTIMQ-HbOJ,23,105000,Own,0,Venture,C,5000,NULL,0,0.05,Y,3
MJM4MgHt-qALI,23,57000,Rent,3,Education,D,20000,16.89,1,0.35,N,2
fWtp9S30-MUSB,24,45000,Rent,0,Medical,A,5000,7.88,0,0.11,N,3
k6mt24a7-b7QG,34,109200,Mortgage,18,Venture,C,6000,12.23,0,0.05,Y,9
b48Z1WPv-e7nS,27,105000,Rent,4,Venture,B,20000,10.62,0,0.19,N,9
fec6wxYQ-o88K,27,225000,Mortgage,1,Venture,B,14000,NULL,0,0.06,N,7
QG4rRUJ9-U69F,23,48000,Rent,6,Education,A,7000,8.94,0,0.15,N,3
ZfvTDSH6-BBqL,35,86000,Mortgage,19,Medical,A,20000,6.54,0,0.23,N,10
rCol8GLa-alYR,37,30960,Rent,5,Venture,B,1450,NULL,NULL,0.04,N,7
IWYYZ390-yZz1,21,63000,Mortgage,2,Personal,B,10000,10.59,0,0.16,N,2
HJF3pieK-YXvc,24,69600,Rent,8,Personal,B,4900,9.99,0,0.07,N,2
mP8cpfCf-PN6a,24,73000,Rent,1,Debtconsolidation,D,11400,14.84,1,0.16,Y,4
cdR83xEj-fuew,23,63600,Mortgage,NULL,Debtconsolidation,B,20000,10.99,1,0.31,N,3
XBqaWZQ3-dh8v,33,60000,Mortgage,1,Homeimprovement,D,17000,16.07,0,0.28,N,9
HgO0EjxO-upP6,24,120000,Rent,0,Venture,A,5775,6.17,0,0.05,N,2
GJsmrTxM-jYHE,26,80000,Rent,2,Education,A,10000,8.49,0,0.13,N,4
Cj4ILlhx-fSNs,26,47000,Rent,2,Venture,B,8400,11.83,0,0.18,N,4
b8j44sxi-CoxD,23,94000,Mortgage,1,Personal,A,13000,6.03,0,0.14,N,4
McX32mDr-Jpq8,22,36600,Mortgage,2,Debtconsolidation,A,9950,7.29,0,0.27,N,3
yBN8MltX-KLhg,27,36000,Mortgage,3,Homeimprovement,A,2500,9.63,0,0.07,N,7
XuscU1nU-MS2E,23,168952,Mortgage,5,Homeimprovement,A,12500,8.94,1,0.07,N,2
StTezdub-pvmO,23,102000,Mortgage,2,Personal,A,6000,7.51,0,0.06,N,2
nL3zYPim-uJka,25,70000,Mortgage,9,Medical,A,10000,5.42,0,0.14,N,4
RwTfXLa5-5GfP,NULL,36708,Rent,2,Homeimprovement,D,25000,17.19,1,NULL,Y,8
qGi9BLxD-1KQM,23,28000,Rent,8,Debtconsolidation,A,8000,7.74,0,0.29,N,4
bus052Eg-Sbmw,23,60000,Rent,7,Venture,B,10000,9.88,0,0.17,N,4
OTBSdT9M-TNbP,NULL,62000,Rent,3,Homeimprovement,C,NULL,15.99,0,0.05,Y,10
EootI5ZZ-enSs,25,110000,Mortgage,9,Education,A,5000,7.14,0,0.05,N,4
EZvC9hS3-jezw,22,22000,Mortgage,0,Medical,B,2400,11.71,0,0.11,N,3
PopGtO3u-z5Sf,30,265000,Mortgage,3,Homeimprovement,D,24000,14.96,0,0.09,Y,7
0Xbx3jH5-O4kU,25,80000,Mortgage,5,Homeimprovement,C,14625,12.68,0,0.18,Y,4
bggAl9OT-j7z5,23,51319,Mortgage,2,Venture,B,20000,10.37,0,0.39,N,3
LQoFioEX-ZpZc,26,33000,Rent,4,Medical,D,8975,16.02,0,0.27,Y,3
BUiM2oY5-I90w,25,29000,Rent,9,Medical,A,3000,6.62,1,0.1,N,2
gev2zAiv-tade,26,37500,Rent,3,,D,3200,8.49,NULL,0.06,N,5
yhpba1Th-he6Y,23,80607,Rent,2,Medical,B,6000,12.21,0,0.07,N,2
XbnopfEE-72Qh,23,48000,Rent,3,Education,B,6000,11.89,0,0.13,N,3
dU2D56re-wKYP,30,84996,Mortgage,4,Personal,B,8000,12.69,0,0.09,N,7
poptr6yi-o7Ol,27,180000,Mortgage,2,Personal,C,8000,13.23,0,0.04,N,9
68cpoOsp-LAAC,21,20245,Own,5,Venture,A,3550,NULL,0,0.18,N,4
ZURdpoFU-JeIl,28,57600,Mortgage,9,Education,D,12000,15.58,0,0.21,Y,7
1Rt0Fz2S-py5Y,32,150000,Mortgage,16,Medical,A,16000,6.03,0,0.11,N,10
wOEaqLXA-KyMo,34,38400,Rent,1,Medical,B,6500,9.91,0,0.17,N,7
QskfgkyS-gCFK,34,30000,Rent,2,Personal,A,4000,7.51,0,0.13,N,7
7XcKTbdT-5LpS,36,120000,Mortgage,12,Homeimprovement,A,14500,5.42,0,0.12,N,13
dhuszB1X-Nd9O,24,40000,Rent,1,Medical,C,3000,14.22,0,0.07,N,4
hQZZ0FUW-U1P8,32,348000,Mortgage,16,Medical,B,25000,11.83,0,0.07,N,8
hylztlag-6sHe,35,78000,Mortgage,9,Homeimprovement,B,9450,10.99,0,0.12,N,8
DebXQJQz-kzu2,41,108800,Mortgage,2,Medical,E,15000,17.88,1,0.12,N,16
RiqnE2OK-7PfQ,23,NULL,Rent,5,Debtconsolidation,C,8000,15.33,NULL,0.18,Y,4
C7Ot36wv-1wTL,21,36000,Rent,3,Education,B,10000,10.62,0,0.28,N,3
OkyogpIq-PXLw,21,37500,Own,5,Venture,B,6000,11.49,0,0.16,N,3
AP8vrXGR-Wb1O,36,10800,Rent,0,Venture,E,3000,16.77,1,0.28,N,11
RmbnrMMv-OeXr,22,55000,Own,4,Debtconsolidation,D,5000,14.61,0,0.09,Y,2
36kvZNGl-6M7o,22,114000,Rent,2,Venture,D,5000,15.31,1,0.04,N,3
4huS9B4c-1Fi2,65,45900,Rent,2,Personal,C,10000,NULL,0,0.22,N,29
kFwPMjv1-x8B2,23,43000,Rent,1,Debtconsolidation,B,5500,11.89,0,0.13,N,4
Nd27XiBX-lXUd,32,160000,Mortgage,2,Medical,B,3200,NULL,0,0.02,N,5
cmMzZ4Tk-MeSR,27,60000,Mortgage,3,Homeimprovement,B,10000,12.53,0,0.17,N,10
YxDg5rNf-e4Le,29,30000,Mortgage,NULL,Homeimprovement,A,5000,7.51,0,0.17,N,8
mZYsHyUN-2CKe,23,72000,Rent,3,Education,A,10800,7.88,0,0.15,N,2
IFtT3hpK-WR9D,36,50000,Own,1,Homeimprovement,B,15200,12.21,0,0.3,N,15
AJbBclxU-Wsf1,25,80000,Mortgage,5,Venture,A,12000,5.99,0,0.15,N,2
PCSQfPUL-zod4,58,43500,Rent,4,Education,D,1800,14.96,0,0.04,Y,21
lSayxWN2-7WW1,33,95000,Rent,6,Homeimprovement,A,3200,7.51,0,0.03,N,5
BQCCdyQU-Pztt,38,105000,Mortgage,22,Venture,A,12350,6.62,0,0.12,N,11
ZzQ54eTc-xHmA,23,46000,Mortgage,1,Venture,A,3000,5.42,0,0.07,N,3
8NQcoiHW-lco1,30,50000,Mortgage,3,Personal,B,5000,NULL,0,0.1,N,5
xvsrXCEl-OHcS,24,65200,Mortgage,5,Medical,B,3000,11.26,0,0.05,N,3
BSFl9ATF-K04a,28,55000,Mortgage,2,Education,D,18000,14.11,0,0.33,N,5
QctX4TCI-5cfn,26,14000,Rent,8,Homeimprovement,B,3450,12.69,1,0.25,N,3
Un4jTF2c-BGfe,24,90000,Rent,0,Personal,A,13000,8.94,0,0.14,N,4
iZB8CR4f-Yhm0,21,57000,Rent,6,Homeimprovement,D,10800,16.77,1,0.19,N,4
A5F80Wvg-Tlu9,37,88000,Mortgage,20,Homeimprovement,B,9925,NULL,0,0.11,N,16
hcqvCGM8-CIf9,30,30000,Mortgage,3,Debtconsolidation,A,5100,7.9,0,0.17,N,5
CLmaabqv-MqDa,26,46000,Rent,2,Medical,B,6400,9.67,0,0.14,N,4
KiGf1asL-TCrC,29,30000,Mortgage,2,Homeimprovement,C,8000,12.84,0,0.27,N,8
R9hrZrsp-bu0C,30,22800,Own,NULL,Venture,A,7000,7.51,0,0.31,N,8
RlBABRwi-9ZoZ,48,30000,Rent,0,Debtconsolidation,B,6000,12.42,1,0.2,N,12
sFXXRrlY-gFK2,23,92000,Rent,7,Venture,B,10000,11.71,0,0.11,N,4
lex7vO95-WLw9,22,31000,Rent,5,Debtconsolidation,B,21250,12.42,1,0.69,N,3
JlufuOra-1s9a,27,111000,Rent,11,Personal,A,28000,7.9,0,0.25,N,8
KlQI39qo-pXOo,25,65004,Mortgage,1,Medical,C,5000,13.47,0,0.08,Y,3
bWerMHke-iHAY,24,80689,Mortgage,1,Debtconsolidation,C,16000,13.22,0,0.2,Y,2
K3BjWdYz-X30v,30,93000,Mortgage,6,Education,C,20000,13.49,0,0.22,N,10
Ft706GJD-4ez7,31,96713,Mortgage,3,Debtconsolidation,A,7000,8,0,0.07,N,6
9rE5EsHv-zfks,22,60000,Mortgage,2,Education,B,3500,9.99,0,0.06,N,2
QnqzmeuD-f7NK,24,54731,Rent,2,Debtconsolidation,B,3200,11.83,0,0.06,N,2
4otHk5PW-TWqS,29,47000,Rent,8,Education,D,6000,17.49,1,0.13,N,7
8oPAdpjb-I4ds,26,74000,Mortgage,0,Debtconsolidation,E,16800,16.4,1,0.23,Y,4
o0OPTaiA-FWg0,27,186000,Mortgage,0,Homeimprovement,B,3700,10.99,0,0.02,N,5
5ctv09Tx-McmI,23,60000,Rent,4,Personal,C,5000,13.98,0,0.08,Y,2
grk6LTvJ-9o1k,32,34900,Mortgage,0,Personal,B,12000,10.25,0,0.34,N,9
7hFug1vr-JzJN,25,91200,Mortgage,9,Personal,A,6000,7.68,0,0.07,N,4
HRfK9MPE-wwGb,23,70000,Mortgage,5,Personal,B,20000,12.21,0,0.29,N,2
ysR4gZSe-U4Sq,37,73000,Rent,4,Debtconsolidation,B,11500,12.21,0,0.16,N,11
4XMjEacS-IJl6,22,60500,Mortgage,6,Education,A,12000,8.94,0,0.2,N,3
3xMQtue1-w3ex,29,45756,Rent,7,Education,B,7500,10,0,0.16,N,7
qv6A9RTa-DUX3,25,147750,Rent,3,Homeimprovement,B,5750,9.99,0,0.04,N,4
KD99zRsh-ZWux,23,46000,Rent,1,Education,B,12500,11.11,0,0.27,N,2
TQnigZJw-Y3AA,22,36000,Mortgage,0,Personal,A,2000,NULL,0,0.06,N,4
pKkFKozo-DYAi,27,83886,Mortgage,11,Venture,A,15000,6.03,0,0.18,N,6
KigjZY80-BS1N,25,38400,Rent,5,Medical,B,2200,12.69,0,0.06,N,3
Nth9gmyY-KFwt,25,47000,Own,9,Venture,A,4000,6.62,0,0.09,N,4
Mt4U8H3g-fO5B,26,44000,Mortgage,0,Homeimprovement,A,8475,6.91,0,0.19,N,4
KLExA5Rp-YKAC,26,53000,Rent,4,Debtconsolidation,D,5000,15.95,1,0.09,Y,2
YGmb154m-HFq0,41,47000,,5,Education,B,8000,6.03,0,0.13,,2
PJD6AQaP-KY4j,24,55000,Rent,4,Personal,B,14900,11.83,0,0.27,N,3
fm7FSd2x-6QzL,31,57200,Mortgage,3,Debtconsolidation,C,7500,13.11,0,0.13,Y,5
beAkRpEA-GqEN,31,69000,Rent,12,Homeimprovement,A,16000,5.99,0,0.23,N,6
l1WO0zr2-xt1z,24,75000,Rent,4,Education,B,25000,10.25,1,0.33,N,4
w05eGJ5h-nfOD,25,24996,Rent,3,Debtconsolidation,C,7500,12.98,0,0.3,N,2
ytIkLr2d-Jndh,28,45678,Own,12,Personal,D,8000,15.58,0,0.18,N,10
uCnGkspr-Zhcm,27,84000,Mortgage,3,Debtconsolidation,A,7000,7.29,0,0.08,N,10
f4eLBa0I-T0nb,46,70000,Mortgage,5,Personal,A,8000,7.29,0,0.11,N,13
tfqTbqEn-oWNI,24,35000,Rent,9,Education,A,1500,NULL,0,0.04,N,3
K6zk3SUb-yGo0,22,56000,Mortgage,4,Medical,B,9000,10.59,0,0.16,N,2
Npm0q6qd-lEy1,37,45000,Rent,0,Debtconsolidation,A,8000,9.63,0,0.18,N,14
OZwAp29u-z5SD,27,100000,Mortgage,2,Medical,A,2000,8,0,0.02,N,5
xE61M9Co-BLjJ,37,29000,Rent,5,Personal,E,7200,19.03,1,0.25,Y,14
6b2w9ujK-f93t,23,44000,Rent,7,Medical,C,9800,13.11,1,0.22,N,2
GxkkXb9k-vw0u,40,150000,Mortgage,5,Personal,B,12000,10.37,0,0.08,N,15
Oef6BF5s-9XGh,25,23920,Rent,0,,,7500,7.49,1,0.14,N,9
uwfRQ8sL-ePZR,30,37400,Mortgage,6,Medical,D,12700,17.27,1,0.34,N,5
0BPHyUme-40LL,25,67200,Mortgage,9,Medical,C,5000,13.8,0,0.07,Y,2
iMHeXTTv-kyo8,24,29000,Mortgage,1,Homeimprovement,B,20000,10.62,0,0.69,N,3
DZahfHJN-JPhb,22,86004,Rent,6,Education,C,8000,13.92,0,0.09,Y,2
F2LPtg5W-AIDY,31,54000,Rent,1,Medical,C,4800,12.99,0,0.09,Y,10
dPSBQjgo-4roa,26,90000,Mortgage,0,Education,B,6000,9.91,0,0.07,N,3
QZqP5Zn0-Htl7,29,35000,Rent,7,Medical,C,7000,12.68,0,0.2,Y,9
KgB25pa5-YGSW,33,105000,Mortgage,12,Homeimprovement,A,7000,7.74,0,0.07,N,10
dFfIdYfk-7bIl,32,80000,Rent,1,Personal,B,6400,10.99,0,0.08,N,8
GyYbo9ns-q8Fz,25,174000,Mortgage,2,Education,C,8800,14.27,0,0.05,N,4
r0XWaBps-fU41,26,42000,Rent,3,Venture,A,14000,6.92,1,0.33,N,2
wCcEB1Cq-ScPb,24,75000,Rent,8,Personal,D,12000,NULL,0,0.16,N,4
jewcc2pk-TXh7,25,60000,Own,9,Homeimprovement,C,1400,14.22,0,0.02,Y,3
uCSzWofh-TCTH,29,18000,Rent,5,Homeimprovement,B,5375,12.69,1,0.3,N,9
MY7j9LUD-19fq,26,45000,Mortgage,9,Personal,D,10000,16.89,0,0.22,N,3
QsnxR4IX-hXWU,22,66000,Mortgage,7,Personal,B,20000,10.25,0,0.3,N,4
E0yxR3fa-EoR0,23,28000,Rent,2,Education,C,12000,14.27,1,0.43,Y,4
SMDyJ1hI-CX9p,34,140000,Own,13,Education,A,4000,7.88,0,0.03,N,7
n9KYIoKv-nTXn,21,52769,Rent,5,Education,B,11000,10.37,0,0.21,N,4
h23MXyyP-F2cb,27,48000,Rent,4,Debtconsolidation,B,4200,10.74,0,0.09,N,5
ShG9qiBI-0wXI,30,52500,Mortgage,14,Education,A,10000,9.63,1,0.19,N,8
AurGNZEg-xsPR,22,117000,Mortgage,6,Education,D,7500,13.24,0,0.06,N,2
htpG1huA-T8iA,24,41004,Rent,2,Debtconsolidation,B,10000,11.14,0,0.24,N,2
Wb6rCvLG-T4ng,24,35000,Rent,4,Education,B,2000,10.59,0,0.06,N,3
R6BICleS-43Hb,31,90000,Mortgage,3,Venture,C,16500,12.61,0,0.18,N,6
BBhfUPRv-MgeN,34,120000,Mortgage,0,Medical,A,7100,8.9,0,0.06,N,8
IKMrvwUX-1bim,23,66000,Mortgage,7,Venture,B,2700,10.74,0,0.04,N,3
ca0za2jy-YtGC,27,51395,Rent,11,Venture,B,15000,10.99,0,0.29,N,6
1Cl5qI15-ojQa,24,52500,Rent,3,Homeimprovement,B,17000,NULL,1,0.32,N,3
u5ZxorRE-Q6p1,26,57450,Rent,4,Medical,C,2000,13.35,0,0.03,Y,2
W0SQYd1O-Gndl,27,30000,Rent,4,Education,B,10000,10.74,1,0.33,N,10
5zrgU7PO-Cp6d,36,49000,Own,NULL,Personal,D,4200,16.02,0,0.09,Y,13
OjfRK3jF-tH3t,29,33996,Other,0,Debtconsolidation,E,9000,NULL,1,0.26,Y,9
U8RRh7Ir-ejF1,42,96000,Mortgage,9,Personal,A,5100,5.42,0,0.05,N,14
GC29nsEF-ovQY,37,108000,Rent,0,Venture,E,20000,16.32,1,0.19,N,13
d29vqp2y-DvEK,23,33000,Rent,1,Education,A,2000,6.03,0,0.06,N,4
KWzuyN1N-xPed,24,155000,Mortgage,5,Personal,A,12000,7.49,0,0.08,N,4
8HKTf9aK-4vwb,24,38500,Rent,0,Medical,D,5000,14.84,1,0.13,N,2
lw9TjHi5-ilf7,47,18000,Rent,4,Education,A,2000,7.29,0,0.11,N,11
67H0ud4I-8oX5,32,70000,Mortgage,8,Personal,C,1800,14.65,0,0.03,Y,6
wP1Fjkpc-6x1D,22,135000,Mortgage,0,Debtconsolidation,A,10800,8,0,0.08,N,4
fuekDUv5-najf,24,98004,Mortgage,5,Homeimprovement,A,2500,8.49,1,0.03,N,3
Wfck6mev-nwUs,27,88000,Own,11,Homeimprovement,C,3500,13.57,0,0.04,Y,8
SkFCjaRG-NnzN,22,45996,Rent,2,Education,A,8000,7.51,0,0.17,N,3
ukXqAkYK-OZkQ,26,35880,Rent,2,Venture,A,5000,7.68,0,0.14,N,4
wwoeWoU4-Io1i,30,NULL,Mortgage,2,Education,A,7500,15.62,1,NULL,N,3
v5M2XX2E-CfH5,24,47000,Rent,8,Venture,E,15000,18.64,1,0.32,N,4
TCjL03ht-rGbE,26,33000,Rent,1,Venture,D,6000,14.84,1,0.18,N,2
8Magwrwt-zC4N,38,45000,Rent,6,Education,B,6000,11.71,0,0.13,N,12
a1OO8Yi7-9rGY,30,12500,,0,Personal,D,4000,NULL,1,0.38,N,25
SkBCmOjs-2Nxk,28,90000,Mortgage,7,Education,A,12000,8.32,0,0.13,N,8
rrlIv8dr-pXtI,35,250000,Own,8,Venture,B,15000,9.88,0,0.06,N,5
Qu8pH3Mj-2PIq,35,91000,Own,6,Venture,B,5600,10.99,0,0.06,N,8
WS0uytRN-0tPY,31,83000,Rent,2,Personal,B,12000,12.42,0,0.14,N,7
k03f1aB5-Rttf,27,20000,Rent,1,,A,NULL,8.49,0,0.06,N,3
8AyDsUGc-DTfb,28,59000,Mortgage,1,Debtconsolidation,A,12000,9.63,1,0.2,N,10
zPcNXKBl-d5pa,28,50000,Own,3,Homeimprovement,D,8500,14.83,0,0.17,Y,5
dbAsd9x6-yh1u,26,40000,Rent,2,Education,A,10000,9.63,0,0.25,N,4
JYtTDqZh-S04L,43,33500,Rent,4,Personal,C,6225,14.79,0,0.19,N,17
BLS6Zgm1-jPsA,25,74004,Rent,2,Venture,E,20000,15.95,1,0.27,N,3
9YgTpAIQ-wrD2,29,144000,Mortgage,13,Venture,A,16000,6.62,0,0.11,N,6
lMkTjKXo-M69p,32,58000,Rent,3,Medical,B,10000,10.96,0,0.17,N,10
UQSPxoqn-zQBQ,28,110000,Mortgage,1,Education,A,12000,8.94,0,0.11,N,10
2gtGRZGh-2lY0,43,43000,Mortgage,5,Medical,B,15000,8.88,0,0.35,N,12
LlmtKL5x-n8Sk,26,130000,Rent,0,Homeimprovement,C,4550,13.57,0,0.04,Y,4
qMfHt3sI-9kcN,27,51000,Rent,9,Personal,B,1600,10.59,0,0.03,N,8
tuL343FY-ASKa,NULL,60600,Mortgage,1,Medical,A,10250,NULL,0,0.19,N,2
pmpI2ZTb-MHj2,35,78750,Mortgage,3,Debtconsolidation,C,10750,12.23,0,0.14,N,8
aPkFj462-nmcZ,27,75000,Mortgage,1,Personal,C,18000,13.57,0,0.24,Y,9
w7zrTmre-xW4s,22,28000,Rent,3,Education,C,6000,12.98,0,0.21,Y,2
NLxNzdPr-e6h7,35,39000,Mortgage,5,Homeimprovement,B,15000,10.99,0,0.38,N,9
ZbD5PAOF-xbO0,21,15600,Rent,0,Medical,A,2800,7.4,1,0.18,N,4
IeyGPCPK-lHlB,31,28452,Rent,4,Personal,B,1500,11.11,0,0.05,N,5
fsXiXw35-cX5E,22,36850,Rent,3,Education,B,5200,12.42,0,0.14,N,4
EPx9p1ZI-q751,22,52500,Rent,2,Education,B,15000,10.37,0,0.29,N,3
b3TwbOjc-k41I,29,26400,Rent,4,Medical,A,7200,7.49,0,0.27,N,10
